"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL1874848";"";"None";"473.54";"0";"3.28";"SID121284952";"Oc1nc2ccccc2n1C1CCN(C(c2nnnn2-c2ccc3c(c2)OCCO3)C2CC2)CC1";"IC50";"'='";"40876.0";"nM";"4.39";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"40.876"
"CHEMBL1440389";"";"None";"522.87";"1";"2.39";"SID56315603";"CC12CCC(=O)N1C(C(=O)N1CCN(S(=O)(=O)c3ccc(Br)cc3Cl)CC1)CS2";"IC50";"'='";"17015.0";"nM";"4.77";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"17.015"
"CHEMBL1417159";"";"None";"166.18";"0";"0.96";"SID24841429";"O=C(CCO)c1ccc(O)cc1";"IC50";"'='";"11881.0";"nM";"4.92";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"11.881"
"CHEMBL1728023";"";"None";"322.27";"0";"2.28";"SID93576921";"O.O.O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12";"IC50";"'>'";"73472.0";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"73.472"
"CHEMBL3391757";"";"None";"304.43";"0";"3.14";"SID85305128";"C[C@]12CC[C@H](O)C[C@@H]1CC(=O)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"IC50";"'='";"33758.0";"nM";"4.47";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"33.758"
"CHEMBL1732813";"";"None";"218.28";"0";"2.47";"SID87336271";"Oc1cc(SCc2ccccc2)ncn1";"IC50";"'='";"514.16";"nM";"6.29";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"0.51416"
"CHEMBL1463143";"";"None";"353.45";"0";"1.88";"SID856548";"CN1CCN(C(=O)CSc2nc(-c3ccncc3)ccc2C#N)CC1";"IC50";"'='";"38984.0";"nM";"4.41";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"38.984"
"CHEMBL1329549";"";"None";"496.59";"0";"4.59";"SID17511337";"CCOC(=O)CCCCC(=O)c1[nH]c(O)nc1CSc1nnc2c3ccccc3n(C(C)C)c2n1";"IC50";"'='";"3458.0";"nM";"5.46";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"3.458"
"CHEMBL1577193";"";"None";"290.27";"0";"0.63";"SID26662598";"CCOC(=O)C1=C(C)OC2(O)c3ccccc3C(=O)C12O";"IC50";"'='";"11144.0";"nM";"4.95";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"11.144"
"CHEMBL1728280";"";"None";"255.23";"0";"1.12";"SID92763827";"COC1=CC(=O)c2c(ccc3ncnc(N)c23)C1=O";"IC50";"'>'";"73355.0";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"73.355"
"CHEMBL1440196";"";"None";"446.56";"0";"4.31";"SID56320616";"Cc1ccc(-n2c(SCc3cc(=O)n4ccsc4n3)nnc2-c2cccnc2)c(C)c1";"IC50";"'='";"19588.0";"nM";"4.71";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"19.588"
"CHEMBL1611426";"";"None";"440.57";"0";"1.68";"SID862587";"OCCN1CCN(c2ncnc3c2sc2nc(N4CCOCC4)c4c(c23)CCC4)CC1";"IC50";"'='";"24186.0";"nM";"4.62";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"24.186"
"CHEMBL1347510";"";"None";"420.47";"0";"3.47";"SID4249119";"COc1ccccc1OCc1ccc(C(=O)N2CCN(C(=O)c3ccco3)CC2)cc1";"IC50";"'='";"36018.0";"nM";"4.44";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"36.018"
"CHEMBL1496456";"";"None";"574.66";"1";"3.45";"SID49728169";"CCOc1ccccc1N(C(=O)c1snc(C(N)=O)c1N)C(C(=O)NCC1CCCO1)c1ccc2ncccc2c1";"IC50";"'='";"25072.0";"nM";"4.60";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"25.072"
"CHEMBL2006834";"";"None";"646.79";"1";"2.84";"SID87342643";"CC[C@]12c3[nH]c4ccc(OC)cc4c3CCN1C(=O)C(CC(=O)NCCCN(C)C)C[C@@H]2C(=O)N1CCN(C(=O)c2ccco2)CC1";"IC50";"'='";"35274.0";"nM";"4.45";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"35.274"
"CHEMBL1973574";"";"None";"460.54";"0";"2.29";"SID103074010";"OCCNc1ncnc2c1ncn2[C@H]1CN(Cc2ccc(-c3ccccc3)cc2)C[C@@H](CO)O1";"IC50";"'='";"12558.0";"nM";"4.90";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"12.558"
"CHEMBL1481336";"";"None";"346.81";"0";"4.02";"SID56315723";"Cc1c(C(=O)NCC(c2ccco2)N(C)C)oc2c(Cl)cccc12";"IC50";"'='";"5066.0";"nM";"5.29";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"5.066"
"CHEMBL1999018";"";"None";"474.57";"0";"2.68";"SID99456074";"OCCCNc1ncnc2c1ncn2[C@H]1CN(Cc2ccc(-c3ccccc3)cc2)C[C@@H](CO)O1";"IC50";"'='";"20641.0";"nM";"4.68";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"20.641"
"CHEMBL1978670";"";"None";"398.46";"0";"3.07";"SID103162829";"CCCOc1ccc(/C=C/C(=O)N2CCN(C(=O)c3ccco3)CC2)cc1OC";"IC50";"'>'";"73460.0";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"73.46"
"CHEMBL1894967";"";"None";"554.65";"1";"3.83";"SID89855204";"O=C(Cc1ccc(NC(=O)C2CCN(C(=O)c3ccccc3)CC2)cc1)Nc1ccc(C(=O)N2CCOCC2)cc1";"IC50";"'='";"6483.0";"nM";"5.19";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"6.483"
"CHEMBL1980259";"";"None";"458.52";"0";"3.80";"SID22404498";"COc1ccc(/C=N/NC(=O)Cn2c(Cc3ccc(OC)c(OC)c3)nc3ccccc32)cc1";"IC50";"'>'";"73445.0";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"73.445"
"CHEMBL235504";"";"None";"210.19";"0";"1.52";"SID121283339";"O=C1C(=O)c2cccnc2-c2ncccc21";"IC50";"'='";"6594.0";"nM";"5.18";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"6.594"
"CHEMBL1498845";"";"None";"381.86";"0";"2.07";"SID24814432";"CCOC(=O)CCCCC(=O)c1[nH]c(O)nc1C[n+]1ccc(C)cc1.[Cl-]";"IC50";"'='";"5767.0";"nM";"5.24";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"5.767"
"CHEMBL1494979";"";"None";"278.27";"0";"0.68";"SID14735982";"O=C(NN=c1c(=O)c2ccccc2c1=O)c1ccccc1";"IC50";"'>'";"73499.0";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"73.499"
"CHEMBL1562566";"";"None";"432.56";"0";"3.70";"SID24806791";"CC(=O)OC1CC2(C)C(C(C)=O)CCC2C2CCC3CC4(CC(=O)C3(C)C12)OCCO4";"IC50";"'='";"15953.0";"nM";"4.80";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"15.953"
"CHEMBL1309220";"";"None";"499.60";"0";"4.08";"SID22405972";"Cc1ccc(-n2c(SCC(=O)N3Cc4ccccc4CC3C(=O)O)nnc2-c2cccnc2)c(C)c1";"IC50";"'='";"24879.0";"nM";"4.60";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"24.879"
"CHEMBL1886710";"";"None";"214.27";"0";"1.69";"SID89854799";"Nc1cc[n+]([O-])cc1CCc1ccccc1";"IC50";"'='";"23257.0";"nM";"4.63";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"23.257"
"CHEMBL1970061";"";"None";"696.89";"2";"6.10";"SID99359157";"CCOC(=O)CCCCCC(=O)Nc1ccc2c(c1)C(=O)N([C@@H](C)CO)C[C@@H](C)[C@H](CN(C)C(=O)Nc1ccccc1)OCCCC[C@H](C)O2";"IC50";"'='";"17313.0";"nM";"4.76";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"17.313"
"CHEMBL1504308";"";"None";"321.40";"0";"3.09";"SID24808651";"Cc1c(F)cccc1NC(=O)CCCCCC1NC(=O)NC1C";"IC50";"'='";"14.27";"nM";"7.85";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"0.01427"
"CHEMBL1495651";"";"None";"336.14";"0";"3.11";"SID4259329";"O=C(Nc1ccc(O)cc1C(=O)O)c1cccc(Br)c1";"IC50";"'='";"19135.0";"nM";"4.72";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"19.135"
"CHEMBL1709717";"";"None";"478.52";"0";"2.29";"SID85268334";"COc1cc(C(=O)OCC(=O)Nc2ccc(S(=O)(=O)N3CCCC3)cc2)cc(OC)c1OC";"IC50";"'='";"12419.0";"nM";"4.91";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"12.419"
"CHEMBL1569081";"";"None";"475.55";"0";"4.30";"SID49724054";"CCOc1ccc(CCNC(=O)CN2C(=O)c3cccnc3Oc3ccc(C)cc32)cc1OCC";"IC50";"'='";"9817.0";"nM";"5.01";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1963907";"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3885630";"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1";"Homo sapiens";"PROTEIN-PROTEIN INTERACTION";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"9.817"
